use case,size,heap,user,collector,average_latency,min_latency,max_latency,percentile_90,percentile_95,percentile_99,throughput,error_rate,footprint,avgfootprintAfterFullGC,avgFreedMemoryByFullGC,avgfootprintAfterGC,avgFreedMemoryByGC,avgPause,minPause,maxPause,avgGCPause,avgFullGCPause,accumPause,fullGCPause,gcPause,gc_throughput,num_full_gc,num_minor_gc,freedMemoryPerMin,gcPerformance,fullGCPerformance,last_one_minutes_la,last_five_minutes_la,last_fifteen_minutes_la
Echo,50,200m,200,UseSerialGC,11.44294973,0,308,17,22,49,17399.76527,0,193.375,33.744,89.806,87.484,53.366,0.00377,0.00312,0.11274,0.00376,0.08522,183.32,0.51,182.8,94.91,6,48601,43227.738,14188.099,1053.83,8.24,8.72,8.73
Echo,50,200m,200,UseParallelGC,11.21629017,0,297,15,17,29,17750.28963,0,199.5,36.035,81.647,87.813,65.241,0.0027,0.00215,0.13802,0.00268,0.05892,109.88,0.88,109,96.95,15,40608,44166.68,24305.803,1385.834,7.94,7.95,8.03
Echo,50,200m,200,UseG1GC,12.38509131,0,345,19,21,28,16089.2831,0,200,NA,n.a.,63.111,113.795,0.00327,0.00064,0.0325,0.00327,n.a.,69.27,0,69.27,98.08,0,21153,40107.165,34748.755,n.a.,8.81,9.22,9.34
Echo,50,200m,200,UseConcMarkSweepGC,11.7071001,0,337,17,20,36,17016.54625,0,193.375,NA,n.a.,81.172,53.337,0.00222,0.00113,0.03856,0.00222,n.a.,105.8,0,105.8,97.06,0,47623,42325.693,24008.06,n.a.,9.54,8.78,8.32
Echo,50,200m,100,UseSerialGC,5.882814455,0,187,10,14,29,16886.40557,0,193.375,14.283,36.675,43.282,53.374,0.00363,0.00319,0.06187,0.00363,0.04794,171.58,0.1,171.48,95.23,2,47219,41997.547,14697.071,765.053,6.81,7.45,7.69
Echo,50,200m,100,UseParallelGC,6.072193983,0,217,10,13,26,16369.99051,0,199.5,18.215,36.202,85.429,65.248,0.0025,0.002,0.12842,0.0025,0.09834,94.33,0.3,94.03,97.38,3,37658,40945.253,26130.423,368.116,6.92,7.17,7.23
Echo,50,200m,100,UseG1GC,6.363427094,0,177,10,12,22,15626.29274,0,200,NA,n.a.,52.466,118.955,0.00277,0.00071,0.0404,0.00277,n.a.,53.67,0,53.67,98.51,0,19406,38463.46,43014.949,n.a.,7.86,7.91,7.73
Echo,50,200m,100,UseConcMarkSweepGC,6.294136422,0,226,10,12,34,15794.8837,0,193.375,NA,n.a.,75.237,53.342,0.00194,0.00092,0.03618,0.00194,n.a.,86.61,0,86.61,97.59,0,44697,39728.466,27529.54,n.a.,7.85,7.39,7.28
Echo,50,200m,50,UseSerialGC,3.1079504,0,118,6,9,21,15908.71453,0,193.375,12.266,10.055,34.299,53.374,0.00327,0.00296,0.05467,0.00327,0.03626,144.39,0.07,144.31,95.99,2,44108,39228.972,16313.232,277.302,7.25,6.84,6.74
Echo,50,200m,50,UseParallelGC,3.103104634,0,113,6,8,18,15937.61608,0,199.5,11.974,714.5,71.512,65.463,0.00223,0.00192,0.14376,0.00223,0.08791,80.83,0.18,80.66,97.76,2,36217,39506.32,29395.107,8127.982,6.97,6.73,6.69
Echo,50,200m,50,UseG1GC,3.361052258,0,122,6,9,23,14732.05059,0,200,NA,n.a.,44.969,118.952,0.00244,0.00059,0.03529,0.00244,n.a.,44.91,0,44.91,98.75,0,18439,36545.101,48836.631,n.a.,7.22,7.09,6.89
Echo,50,200m,50,UseConcMarkSweepGC,3.224296474,0,157,6,9,19,15358.57725,0,193.375,NA,n.a.,37.839,53.369,0.00192,0.00116,0.0317,0.00192,n.a.,81.82,0,81.82,97.73,0,42705,37978.147,27855.639,n.a.,8.08,7.16,6.91
Echo,50,200m,1,UseSerialGC,0.2317562847,0,203,1,1,1,3939.290457,0,193.375,14.025,35.778,27.674,53.372,0.00306,0.00283,0.06312,0.00305,0.04493,33.41,0.09,33.33,99.07,2,10913,9707.476,17477.895,796.298,0.64,0.65,0.73
Echo,50,200m,1,UseParallelGC,0.2307429245,0,8,1,1,1,3947.656273,0,199.5,11.974,957,26.146,65.385,0.00182,0.00165,0.15386,0.0018,0.09729,16.19,0.19,16,99.55,2,8876,9668.968,36276.312,9836.561,0.37,0.51,0.58
Echo,50,200m,1,UseG1GC,0.2378561556,0,8,1,1,1,3841.360767,0,200,NA,n.a.,30.594,118.739,0.00203,0.00065,0.03151,0.00203,n.a.,9.63,0,9.63,99.73,0,4744,9385.829,58473.954,n.a.,0.55,0.66,0.69
Echo,50,200m,1,UseConcMarkSweepGC,0.2343274767,0,5,1,1,1,3892.505859,0,193.375,NA,n.a.,21.111,53.353,0.00173,0.00109,0.02849,0.00173,n.a.,18.7,0,18.7,99.48,0,10830,9628.332,30900.854,n.a.,0.82,0.67,0.63
Echo,50,500m,1000,UseSerialGC,52.67023223,0,2994,77,128.95,328.99,16525.98188,1.231019063,483.375,12.599,11.049,119.355,133.366,0.00676,0.00536,0.05746,0.00676,0.0437,123.36,0.09,123.28,96.57,2,18243,40545.994,19735.946,252.839,8.14,8.68,8.57
Echo,50,500m,1000,UseParallelGC,51.21214638,0,3284,84,119,321.99,17210.23033,1.115050171,498.5,26.955,93.305,179.421,162.333,0.00443,0.00276,0.15122,0.00442,0.09098,69.06,0.27,68.79,98.08,3,15570,42124.789,36744.33,1025.535,7.07,7.51,8.01
Echo,50,500m,1000,UseG1GC,60.39318521,0,4277,81,108,301.99,15095.44056,1.103632454,500,NA,n.a.,148.436,275.173,0.00575,0.00101,0.03917,0.00575,n.a.,46.34,0,46.34,98.71,0,8064,36974.701,47885.542,n.a.,8.97,8.68,8.73
Echo,50,500m,1000,UseConcMarkSweepGC,52.19807897,0,2540,78,151,432.99,16657.29566,1.225042855,483.375,NA,n.a.,179.278,133.152,0.00404,0.00131,0.05949,0.00404,n.a.,74.41,0,74.41,97.93,0,18399,40825.313,32923.492,n.a.,7.96,8.26,8.31
Echo,50,500m,500,UseSerialGC,27.88777525,0,271,35,38,54,17858.64975,0,483.375,12.274,8180,82.163,133.37,0.00546,0.00478,0.53505,0.00545,0.04051,109.06,0.08,108.97,96.97,2,19988,44426.8,24462.505,197.209,8.83,8.74,8.7
Echo,50,500m,500,UseParallelGC,27.03937144,0,272,32,35,46,18410.72316,0,499,12.112,695,117.442,164.366,0.0034,0.00296,0.09691,0.00339,0.07165,56.25,0.14,56.11,98.44,2,16548,45327.291,48478.226,9699.666,8.01,8.01,8.19
Echo,50,500m,500,UseG1GC,29.78222861,0,279,38,40,56,16734.22647,0,500,NA,n.a.,60.555,297.802,0.00452,0.00097,0.04406,0.00452,n.a.,37.82,0,37.82,98.95,0,8375,41557.635,65950.481,n.a.,7.43,8.52,8.75
Echo,50,500m,500,UseConcMarkSweepGC,27.54984506,0,555,39,47,81,18069.40812,0,483.375,NA,n.a.,177.145,133.268,0.00342,0.00115,0.05723,0.00342,n.a.,68.43,0,68.43,98.1,0,20017,44456.174,38985.16,n.a.,17.31,17.89,16.04
Echo,50,500m,200,UseSerialGC,11.08480701,0,318,18,22,103.98,17966.61072,0,483.375,12.513,9102,50.165,133.372,0.00442,0.00378,0.0636,0.00442,0.04588,88.49,0.09,88.4,97.54,2,20008,44471.825,30185.756,193.738,11.4,10.55,10.77
Echo,50,500m,200,UseParallelGC,11.13917162,0,353,18,22,75,17878.47114,0,499,12.661,542,78.061,164.375,0.00301,0.00259,0.08694,0.00301,0.06217,48.49,0.12,48.36,98.65,2,16094,44086.27,54698.682,8717.982,10.14,11.09,11.22
Echo,50,500m,200,UseG1GC,11.73268321,0,337,19,25,71,16976.46063,0,500,NA,n.a.,54.028,298.632,0.00382,0.00105,0.043,0.00382,n.a.,32.51,0,32.51,99.1,0,8507,42331.126,78137.663,n.a.,12.49,12.55,12.35
Echo,50,500m,200,UseConcMarkSweepGC,11.48409949,0,329,19,36,101,17339.10956,0,483.375,NA,n.a.,158.159,133.328,0.0032,0.00118,0.06686,0.0032,n.a.,61.81,0,61.81,98.28,0,19303,42889.799,41636.15,n.a.,10.47,10.22,10.35
Echo,50,500m,100,UseSerialGC,5.813282113,0,183,9,13,45,17094.33925,0,483.375,12.425,11.214,38.641,133.373,0.00386,0.00338,0.05651,0.00386,0.04285,73.08,0.09,72.99,97.97,2,18920,42053.372,34570.316,261.701,7.2,7.82,8.04
Echo,50,500m,100,UseParallelGC,5.791112347,0,181,11,15,30,17153.21904,0,499.5,12.117,656,56.989,164.443,0.00247,0.00212,0.09769,0.00246,0.06927,37.94,0.14,37.8,98.95,2,15388,42171.708,66936.432,9469.588,8.3,7.78,7.69
Echo,50,500m,100,UseG1GC,6.367979981,0,220,11,14,31.99,15615.62509,0,500,NA,n.a.,39.381,298.691,0.00318,0.00076,0.04112,0.00318,n.a.,24.77,0,24.77,99.31,0,7795,38795.371,93985.512,n.a.,7.52,8.34,8.77
Echo,50,500m,100,UseConcMarkSweepGC,5.96865319,0,212,10,15,45,16648.69238,0,483.375,NA,n.a.,38.234,133.358,0.0029,0.00239,0.04101,0.0029,n.a.,53.85,0,53.85,98.5,0,18555,41236.863,45949.476,n.a.,8.23,8.07,7.93
Echo,50,500m,50,UseSerialGC,2.958318735,0,144,5,9,24,16718.19827,0,483.375,17.514,7902,37.034,133.373,0.00349,0.00307,0.08505,0.00349,0.05844,64.75,0.12,64.63,98.2,2,18532,41190.548,38241.526,132.037,7.98,7.87,7.67
Echo,50,500m,50,UseParallelGC,2.997069972,0,133,5,10,26,16491.82025,0,499.5,12.067,628.5,47.492,165.358,0.00225,0.00196,0.11219,0.00224,0.07411,33.14,0.15,32.99,99.08,2,14705,40521.224,73705.574,8480.156,6.71,7.41,7.49
Echo,50,500m,50,UseG1GC,3.337378757,0,179,6,9,25,14840.94599,0,500,NA,n.a.,32.552,298.691,0.0028,0.00105,0.04399,0.0028,n.a.,20.81,0,20.81,99.42,0,7437,37016.929,106761.491,n.a.,8.16,8.85,8.87
Echo,50,500m,50,UseConcMarkSweepGC,3.137061531,0,136,6,9,26,15770.19513,0,483.375,NA,n.a.,32.521,133.358,0.00278,0.00236,0.05684,0.00278,n.a.,48.79,0,48.79,98.64,0,17566,39038.65,48015.123,n.a.,6.65,7.03,7.47
Echo,50,500m,1,UseSerialGC,0.2317846592,0,110,1,1,1,3937.762126,0,483.375,12.994,21.302,26.031,133.367,0.00306,0.00273,0.05727,0.00304,0.03895,13.25,0.08,13.18,99.63,2,4334,9635.042,43867.333,546.866,0.31,0.5,0.7
Echo,50,500m,1,UseParallelGC,0.2284213616,0,6,1,1,1,4000.02697,0,499.5,11.96,1194,26.025,165.067,0.00187,0.00148,0.12457,0.00183,0.07992,6.71,0.16,6.55,99.81,2,3578,9844.29,90225.817,14.589,0.61,0.59,0.6
Echo,50,500m,1,UseG1GC,0.2387747407,0,9,1,1,1,3817.55949,0,500,NA,n.a.,26.891,297.787,0.00241,0.00094,0.04581,0.00241,n.a.,4.58,0,4.58,99.87,0,1899,9396.265,123372.973,n.a.,0.71,0.72,0.7
Echo,50,500m,1,UseConcMarkSweepGC,0.2330787857,0,7,1,1,1,3890.956337,0,483.375,NA,n.a.,23.669,133.308,0.00308,0.00253,0.04834,0.00308,n.a.,13.28,0,13.28,99.63,0,4308,9570.945,43242.752,n.a.,0.49,0.63,0.64
Echo,50,1g,1000,UseSerialGC,49.26184615,0,3297,81,206,396,17548.83692,1.067973313,989.875,22.269,214.691,136.353,273.047,0.007,0.0058,0.09766,0.00699,0.08118,65.65,0.16,65.49,98.18,2,9372,42648.94,39074.703,2644.756,7.54,8.25,8.21
Echo,50,1g,1000,UseParallelGC,50.50226684,0,2732,98,177,439,17191.95085,1.073824254,1022.5,13.071,736.5,145.326,336.404,0.00456,0.00368,0.08709,0.00454,0.06484,34.16,0.13,34.03,99.05,2,7490,41997.964,74047.137,11.092,9.16,8.35,8.29
Echo,50,1g,1000,UseG1GC,57.91444857,0,3630,91,147.95,269,15628.55419,1.045559082,1024,NA,n.a.,149.24,608.946,0.00619,0.00172,0.05879,0.00619,n.a.,23.25,0,23.25,99.35,0,3755,38108.084,98352.703,n.a.,8.46,8.73,8.94
Echo,50,1g,1000,UseConcMarkSweepGC,53.16049438,0,3955,88,138,460,16651.26518,1.085833752,990.75,NA,n.a.,247.684,266.144,0.00625,0.00487,0.11668,0.00625,n.a.,57.3,0,57.3,98.41,0,9163,40645.708,42561.231,n.a.,7.95,7.94,8.1
Echo,50,1g,500,UseSerialGC,27.82945901,0,269,34,37,47,17891.74769,0,989.875,13.254,93.218,59.731,273.055,0.00555,0.00503,0.09216,0.00554,0.0569,53.78,0.11,53.67,98.51,2,9692,44113.466,49309.084,1638.207,9.42,9.42,9.14
Echo,50,1g,500,UseParallelGC,27.21643029,0,259,32,35,48,18291.11568,0,1023,12.926,527.5,82.286,338.499,0.00336,0.00294,0.09431,0.00335,0.06349,27.01,0.13,26.89,99.25,2,8031,45310.431,101108.953,8308.86,8.19,8.28,8.27
Echo,50,1g,500,UseG1GC,29.43722109,0,305,35,38,59,16926.00597,0,1024,NA,n.a.,56.684,610.626,0.00481,0.00178,0.05482,0.00481,n.a.,19.76,0,19.76,99.45,0,4111,41832.271,127064.053,n.a.,9.26,9.2,9.07
Echo,50,1g,500,UseConcMarkSweepGC,27.04647746,0,251,32,36,51,18410.83393,0,990.75,NA,n.a.,82.009,266.187,0.00544,0.00486,0.06416,0.00544,n.a.,55.62,0,55.62,98.45,0,10222,45354.806,48918.662,n.a.,7.91,8.12,8.1
Echo,50,1g,200,UseSerialGC,10.94166505,0,273,14,16,21,18196.48396,0,989.875,13.337,94.08,48.83,273.056,0.00472,0.00427,0.0938,0.00471,0.05793,46.56,0.12,46.44,98.71,2,9866,44895.25,58006.994,1624.014,9.08,8.75,8.59
Echo,50,1g,200,UseParallelGC,10.78713736,0,404,14,15,21,18457.08185,0,1023,12.929,698,61.444,338.536,0.00287,0.00255,0.08607,0.00285,0.06369,23.13,0.13,23.01,99.36,2,8059,45475.33,118589.791,10.702,7.84,8.02,8.06
Echo,50,1g,200,UseG1GC,11.96217952,0,534,17,24,51.99,16658.56155,0,1024,NA,n.a.,47.099,611.497,0.00423,0.00141,0.05267,0.00423,n.a.,17.19,0,17.19,99.52,0,4063,41405.446,144515.343,n.a.,8.97,9.18,9.26
Echo,50,1g,200,UseConcMarkSweepGC,11.26470076,0,257,16,19,36,17675.72999,0,990.75,NA,n.a.,44.945,266.191,0.00519,0.00454,0.05359,0.00519,n.a.,51.15,0,51.15,98.58,0,9863,43761.54,51331.105,n.a.,8.82,8.62,8.6
Echo,50,1g,100,UseSerialGC,5.405360812,0,166,8,11,24,18365.87069,0,989.875,12.982,91.706,37.579,273.057,0.00387,0.0035,0.09024,0.00386,0.05958,38.29,0.12,38.17,98.94,2,9892,45023.743,70765.691,1539.276,7.9,7.66,7.65
Echo,50,1g,100,UseParallelGC,5.5999636,0,166,9,11,23,17739.6869,0,1023.5,13.315,517.5,46.239,339.044,0.0024,0.00214,0.09294,0.00239,0.06314,18.88,0.13,18.75,99.48,2,7858,44404.232,142058.106,8195.839,7.17,7.58,7.69
Echo,50,1g,100,UseG1GC,6.204509828,0,196,8,12,19,16027.34197,0,1024,NA,n.a.,45.056,611.551,0.00358,0.00148,0.04375,0.00358,n.a.,14.1,0,14.1,99.61,0,3941,40167.66,170874.292,n.a.,7.42,7.75,8.02
Echo,50,1g,100,UseConcMarkSweepGC,5.818339951,0,170,10,14,39.99,17080.32059,0,990.75,NA,n.a.,34.587,266.19,0.00507,0.00435,0.05766,0.00507,n.a.,48.17,0,48.17,98.66,0,9496,42132.035,52473.104,n.a.,7.57,7.41,7.47
Echo,50,1g,50,UseSerialGC,2.905525354,0,137,4,7,15,17008.9554,0,989.875,13.245,92.42,32.335,273.058,0.00356,0.00315,0.08696,0.00355,0.05852,33.18,0.12,33.07,99.08,2,9307,42360.494,76858.667,1579.326,6.53,6.54,6.86
Echo,50,1g,50,UseParallelGC,2.891077547,0,111,4,8,16,17109.06678,0,1023.5,12.927,698.5,39.156,339.689,0.00218,0.00193,0.08404,0.00217,0.05825,16.25,0.12,16.13,99.55,2,7437,42105.869,156631.773,11.71,6.61,6.69,6.91
Echo,50,1g,50,UseG1GC,3.177415714,0,142,5,9,21,15575.64504,0,1024,NA,n.a.,37.947,611.332,0.00323,0.00126,0.05629,0.00323,n.a.,12.28,0,12.28,99.66,0,3805,38765.196,189359.483,n.a.,7.08,7.2,7.28
Echo,50,1g,50,UseConcMarkSweepGC,3.030168118,0,120,5,9,20,16317.46523,0,990.75,NA,n.a.,28.262,266.188,0.00507,0.00421,0.0531,0.00507,n.a.,45.72,0,45.72,98.73,0,9024,40029.056,52542.762,n.a.,6.37,6.61,6.77
Echo,50,1g,1,UseSerialGC,0.2308662422,0,8,1,1,1,3957.274838,0,989.875,16.214,89.123,29.546,273.046,0.00324,0.00286,0.09038,0.00318,0.06013,7.01,0.12,6.89,99.81,2,2164,9851.829,85776.328,1482.096,0.76,0.66,0.73
Echo,50,1g,1,UseParallelGC,0.227460424,0,7,1,1,1,4020.688274,0,1023.5,13.014,643.5,26.674,338.847,0.00197,0.00166,0.11515,0.00188,0.07828,3.44,0.16,3.28,99.9,2,1747,9870.892,180332.831,8220.811,0.42,0.47,0.55
Echo,50,1g,1,UseG1GC,0.2365391821,0,379,1,1,1,3862.599718,0,1024,NA,n.a.,29.684,606.413,0.00308,0.00136,0.04183,0.00308,n.a.,2.89,0,2.89,99.92,0,939,9464.67,196902.522,n.a.,0.69,0.75,0.72
Echo,50,1g,1,UseConcMarkSweepGC,0.2294039259,0,12,1,1,1,3972.263073,0,990.75,NA,n.a.,24.425,265.997,0.00514,0.00396,0.10401,0.00514,n.a.,11.34,0,11.34,99.68,0,2206,9781.277,51730.204,n.a.,0.7,0.65,0.65
Echo,50,4g,1000,UseSerialGC,52.5429279,0,2897,98,199,685,16578.10626,1.15882957,3959.5,24.936,419.098,101.117,1092.28,0.00738,0.00604,0.13539,0.0073,0.1004,16.67,0.2,16.47,99.54,2,2256,41075.655,149653.159,4174.329,7.92,8.33,8.41
Echo,50,4g,1000,UseParallelGC,51.63034306,0,3812,72,102,327.97,16916.80503,1.079907165,4094,20.486,5295.5,145.756,1352.674,0.00479,0.0037,0.07582,0.00473,0.05539,8.81,0.11,8.7,99.76,2,1840,41498.908,285952.304,93.357,7.01,7.69,7.76
Echo,50,4g,1000,UseG1GC,58.40145818,0,4779,99,157,378.99,15295.07869,1.268508988,4096,NA,n.a.,109.93,2413.973,0.00799,0.00251,0.0576,0.00799,n.a.,7.53,0,7.53,99.79,0,942,37914.585,301971.382,n.a.,8.58,8.56,8.9
Echo,50,4g,1000,UseConcMarkSweepGC,56.70401688,0,3524,77,116,369,15517.76592,1.255451347,4062.75,NA,n.a.,223.051,266.147,0.01585,0.01127,0.08659,0.01585,n.a.,136.22,0,136.22,96.22,0,8593,38116.261,16788.987,n.a.,8.73,8.44,8.34
Echo,50,4g,500,UseSerialGC,27.60304891,0,235,31,37,53,18037.00434,0,3959.5,24.985,408.159,69.725,1092.298,0.0057,0.00504,0.15578,0.00561,0.1176,13.89,0.24,13.66,99.61,2,2435,44354.224,194755.513,3470.796,7.38,7.81,8.06
Echo,50,4g,500,UseParallelGC,26.9452507,0,443,37,56,134,18467.63484,0,4095,20.366,5461,73.723,1358.73,0.0036,0.00301,0.09048,0.00354,0.06285,7.23,0.13,7.1,99.8,2,2008,45482.479,384103.859,84.854,18.33,17.92,16.09
Echo,50,4g,500,UseG1GC,29.58822584,0,501,43,56,83,16834.00461,0,4096,NA,n.a.,53.292,2425.638,0.00646,0.00274,0.06169,0.00646,n.a.,6.75,0,6.75,99.81,0,1045,42262.848,375649.178,n.a.,15.39,15.49,15.62
Echo,50,4g,500,UseConcMarkSweepGC,28.84275769,0,552,50,89,114,17259.27297,0,4062.75,NA,n.a.,81.171,266.182,0.01606,0.00617,0.07392,0.01606,n.a.,153.84,0,153.84,95.73,0,9579,42497.676,16573.708,n.a.,19.42,18.74,18.29
Echo,50,4g,200,UseSerialGC,11.10580658,0,316,18,22,39,17923.06984,0,3959.5,25.099,408.119,63.615,1092.301,0.00515,0.00452,0.15216,0.00506,0.10866,12.51,0.22,12.29,99.65,2,2429,44238.841,215823.39,3755.792,13.68,12.33,12.27
Echo,50,4g,200,UseParallelGC,11.04299146,0,322,17,21,55,18027.85022,0,4095,20.492,5292,59.796,1359.638,0.00308,0.00257,0.07261,0.00302,0.05742,6.07,0.11,5.96,99.83,2,1970,44654.763,449700.109,90.007,10.65,11.2,11.59
Echo,50,4g,200,UseG1GC,11.91496717,0,282,18,25,79,16722.33984,0,4096,NA,n.a.,46.591,2425.69,0.00579,0.00393,0.05043,0.00579,n.a.,5.96,0,5.96,99.83,0,1028,41573.232,418617.753,n.a.,11.05,11.56,12.03
Echo,50,4g,200,UseConcMarkSweepGC,11.86145246,0,301,19,29,110,16791.17636,0,4062.75,NA,n.a.,46.958,266.188,0.01465,0.00815,0.05463,0.01465,n.a.,137.14,0,137.14,96.19,0,9359,41523.063,18165.987,n.a.,10.34,10.82,11.12
Echo,50,4g,100,UseSerialGC,5.795004913,0,215,10,14,22.99,17145.74177,0,3959.5,24.711,419.235,52.493,1092.305,0.00441,0.00379,0.13714,0.00432,0.10763,10.28,0.22,10.06,99.71,2,2331,42461.235,253013.843,3895.148,8.64,8.51,8.64
Echo,50,4g,100,UseParallelGC,5.654931726,0,196,9,14,29,17563.74977,0,4095.5,20.461,5347.5,46.502,1360.399,0.00258,0.00217,0.07465,0.00252,0.05608,4.99,0.11,4.88,99.86,2,1935,43865.504,539450.082,93.116,7.34,7.94,8.23
Echo,50,4g,100,UseG1GC,6.279118748,0,190,10,15,30,15835.07814,0,4096,NA,n.a.,37.899,2420.513,0.00509,0.00339,0.03845,0.00509,n.a.,4.94,0,4.94,99.86,0,970,39160.961,475667.256,n.a.,8.79,9.12,9.31
Echo,50,4g,100,UseConcMarkSweepGC,6.199673983,0,197,10,16,37,16034.60803,0,4062.75,NA,n.a.,33.877,266.187,0.01447,0.00741,0.08459,0.01447,n.a.,130.05,0,130.05,96.39,0,8986,39868.779,18392.151,n.a.,8.57,8.24,8.44
Echo,50,4g,50,UseSerialGC,3.034341149,0,190,4,9,20,16305.24136,0,3959.5,24.729,375.548,46.66,1092.307,0.00404,0.0035,0.1357,0.00395,0.0998,8.97,0.2,8.77,99.75,2,2219,40415.301,276260.548,3762.884,8.1,8.3,8.31
Echo,50,4g,50,UseParallelGC,2.937940947,0,203,5,9,16,16820.49805,0,4095.5,20.475,5302.5,40.717,1361.282,0.00239,0.00199,0.07181,0.00233,0.0527,4.37,0.11,4.27,99.88,2,1828,41481.963,583243.341,98.267,9.28,8.16,8.03
Echo,50,4g,50,UseG1GC,3.340459344,0,533,5,10,23,14823.09188,0,4096,NA,n.a.,38.303,2428.055,0.00492,0.0033,0.04652,0.00492,n.a.,4.45,0,4.45,99.88,0,905,36630.432,493267.687,n.a.,8.88,8.67,8.77
Echo,50,4g,50,UseConcMarkSweepGC,3.263382171,0,165,5,11,28,15168.98486,0,4062.75,NA,n.a.,29.184,266.183,0.01468,0.00717,0.06509,0.01468,n.a.,124.1,0,124.1,96.55,0,8451,37492.811,18126.717,n.a.,7.4,7.48,7.65
Echo,50,4g,1,UseSerialGC,0.2317135922,0,9,1,1,1,3937.543031,0,3959.5,24.759,397.363,40.566,1092.303,0.00393,0.00294,0.16978,0.00348,0.12377,2.1,0.25,1.85,99.94,2,533,9725.464,314193.747,3210.564,0.49,0.54,0.73
Echo,50,4g,1,UseParallelGC,0.2332114406,0,24,1,1,1,3928.020444,0,4095.5,20.24,5540.5,32.207,1353.697,0.00248,0.00168,0.08589,0.00218,0.06729,1.08,0.13,0.94,99.97,2,433,9776.245,620585.331,80.412,0.59,0.68,0.64
Echo,50,4g,1,UseG1GC,0.2425125381,0,6,1,1,1,3785.14856,0,4096,NA,n.a.,30.748,2352.567,0.00576,0.00333,0.03204,0.00576,n.a.,1.37,0,1.37,99.96,0,238,9353.817,408766.038,n.a.,0.87,0.78,0.76
Echo,50,4g,1,UseConcMarkSweepGC,0.2422145409,0,25,1,1,1,3765.142486,0,4062.75,NA,n.a.,21.972,265.987,0.01447,0.00721,0.06123,0.01447,n.a.,30.48,0,30.48,99.15,0,2106,9339.568,18379.375,n.a.,0.81,0.79,0.75
