Heap Size,Name,Observability,Concurrent Users,Message Size (Bytes),Sleep Time (ms),# Samples,Error Count,Error %,Average (ms),Min (ms),Max (ms),90th Percentile (ms),95th Percentile (ms),99th Percentile (ms),Throughput,Received (KB/sec),Sent (KB/sec),Ballerina GC Throughput (%),Ballerina Footprint (M),Ballerina Average of Footprint After Full GC (M),Ballerina Standard Deviation of Footprint After Full GC (M),Netty Service GC Throughput (%),Netty Service Footprint (M),Netty Service Average of Footprint After Full GC (M),Netty Service Standard Deviation of Footprint After Full GC (M),JMeter Client GC Throughput (%),JMeter Client Footprint (M),JMeter Client Average of Footprint After Full GC (M),JMeter Client Standard Deviation of Footprint After Full GC (M),JMeter Server 01 GC Throughput (%),JMeter Server 01 Footprint (M),JMeter Server 01 Average of Footprint After Full GC (M),JMeter Server 01 Standard Deviation of Footprint After Full GC (M),JMeter Server 02 GC Throughput (%),JMeter Server 02 Footprint (M),JMeter Server 02 Average of Footprint After Full GC (M),JMeter Server 02 Standard Deviation of Footprint After Full GC (M),Ballerina Load Average - Last 1 minute,Ballerina Load Average - Last 5 minutes,Ballerina Load Average - Last 15 minutes,Netty Service Load Average - Last 1 minute,Netty Service Load Average - Last 5 minutes,Netty Service Load Average - Last 15 minutes,JMeter Client Load Average - Last 1 minute,JMeter Client Load Average - Last 5 minutes,JMeter Client Load Average - Last 15 minutes,JMeter Server 01 Load Average - Last 1 minute,JMeter Server 01 Load Average - Last 5 minutes,JMeter Server 01 Load Average - Last 15 minutes,JMeter Server 02 Load Average - Last 1 minute,JMeter Server 02 Load Average - Last 5 minutes,JMeter Server 02 Load Average - Last 15 minutes
1G,https_passthrough.bal,default,2000,50,0,11078318,0,0,162.0051427,1,590,247,283,345,12324.57948,2250.680041,2828.394704,95.23,1009,21.962,,99.89,4046.5,,,99.83,2048,,,99.18,4096,35.8,,99.15,4096,34.95,,8.36,8.57,6.85,1.74,3.52,2.68,0.26,0.12,0.1,7.19,6.92,5.07,11,8.54,5.78
1G,https_passthrough.bal,default,2000,50,30,11019366,0,0,162.8146208,33,652,229,250,318,12261.35548,2239.134253,2813.885291,95.15,1010,22.171,,99.88,4045,,,99.83,2048,,,99.15,4096,41.45,,99.12,4096,36.35,,7.82,8.33,7.4,3.93,4.69,3.66,0.01,0.07,0.18,5.44,5.59,4.99,9.58,6.22,4.94
1G,https_passthrough.bal,default,2000,50,500,3570883,0,0,502.8830847,500,1123,506,518,575,3972.878735,725.5159408,911.7446315,98.76,1006.5,22.372,,99.92,3925.5,,,99.81,2048,,,99.69,4096,40.05,,99.67,4096,39.5,,1.89,1.91,2.44,0.35,0.35,0.75,0,0.04,0.17,0.42,0.39,0.97,0.22,0.47,1.05
1G,https_passthrough.bal,default,2000,50,1000,1796176,0,0,1001.869166,1000,1225,1003,1007,1026,1994.003035,364.1392261,457.6081184,99.36,1006.5,22.499,,99.94,3925.5,,,99.74,2048,,,99.8,4096,40.75,,99.8,4096,37.3,,1.59,1.26,1.33,0.13,0.1,0.18,0,0.01,0.07,0.07,0.11,0.27,0.45,0.29,0.38
1G,https_passthrough.bal,default,2000,1024,0,9760823,0,0,184.1012892,14,3617,254,275,309,10852.05099,12325.13215,12833.82202,95.31,1009,22.216,,99.88,4065.5,,,99.83,2048,,,99.25,4096,35.55,,99.21,4096,36.55,,8.57,8.64,6.69,3.53,1.81,1.43,0.06,0.08,0.09,4.96,5.37,3.79,5.74,6.02,4.45
1G,https_passthrough.bal,default,2000,1024,30,9848461,0,0,182.5431697,31,853,268,298,358.99,10941.3607,12426.56493,12939.44121,95.26,1009.5,21.3,,99.87,4065,,,99.82,2048,,,99.22,4096,37.4,,99.16,4096,39.85,,7.49,8.37,7.3,1.06,2.39,2.45,0.05,0.06,0.14,4.53,5.78,4.87,6.57,7.16,5.76
1G,https_passthrough.bal,default,2000,1024,500,3525553,0,0,509.8087849,500,1137,533,546,581.99,3918.056016,4449.901536,4633.560386,98.64,1006.5,22.381,,99.9,3925.5,,,99.81,2048,,,99.66,4096,39.95,,99.67,4096,36.4,,1.88,2.3,2.81,0.17,0.28,0.55,0.02,0.03,0.16,0.78,0.87,1.4,0.92,0.77,1.39
1G,https_passthrough.bal,default,2000,1024,1000,1785103,0,0,1007.65961,1000,1228,1011,1017,1035,1982.844112,2251.999709,2344.945527,99.29,1006.5,23.029,,99.92,3925.5,,,99.74,2048,,,99.79,4096,39.85,,99.81,4096,35.15,,0.99,1.05,1.4,0.05,0.08,0.16,0,0,0.07,0.41,0.42,0.6,0.18,0.31,0.53
1G,https_passthrough.bal,default,2000,10240,0,4962157,0,0,362.4651167,96,844,453,477,538,5513.293372,56021.30719,56145.13992,95.66,1008.5,21.676,,99.85,4093,,,99.87,2048,,,99.41,4096,36.7,,99.38,4096,35.65,,7.84,8.06,6.32,1.1,0.94,0.73,0.18,0.05,0.06,4.33,3.32,2.25,2.93,2.47,2.03
1G,https_passthrough.bal,default,2000,10240,30,4928243,0,0,365.0073158,82,855,494,525,593,5474.858331,55630.76386,55753.73308,95.58,1008,21.58,,99.84,4092.5,,,99.86,2048,,,99.42,4096,35.35,,99.4,4096,34.35,,7.92,8.05,7.13,1.57,1.35,0.94,0.03,0.02,0.07,3.51,3.2,2.83,5.2,4.05,3.24
1G,https_passthrough.bal,default,2000,10240,500,3494550,0,0,514.2783946,501,1062,541,555,585,3884.313688,39469.0513,39556.2726,97.77,1006.5,23.137,,99.86,4080,,,99.82,2048,,,99.57,4096,36.3,,99.55,4096,36.55,,3.54,3.79,4.13,0.34,0.44,0.54,0.06,0.02,0.08,1.27,1.26,1.43,6.55,2.36,1.85
1G,https_passthrough.bal,default,2000,10240,1000,1791475,0,0,1003.933851,1001,2081,1007,1013,1031,1989.484404,20215.4318,20260.10094,98.86,1006.5,23.12,,99.89,4012,,,99.72,2048,,,99.76,4096,34.45,,99.76,4096,33.9,,1.17,1.68,2.14,0.58,0.31,0.27,0,0.02,0.07,0.32,0.41,0.59,0.11,0.28,0.65
1G,https_passthrough.bal,default,2000,102400,0,660946,13788,2.086100831,2709.097947,18,89408,7587.3,16826.9,30032,713.2554408,70069.87898,70003.38753,97.08,1016,420.034,,99.75,4085.5,,,99.65,2048,,,99.48,4096,85.6,,99.49,4096,80.1,,3.87,5.21,5.08,0.2,0.36,0.34,0,0,0,0.76,1.04,1,0.57,0.95,1
1G,https_passthrough.bal,default,2000,102400,30,234677,234677,100,7591.120297,55,50601,33035.4,36989.95,40906.98,259.8263742,553.2062353,0.5546047047,94.62,1007,265.316,,94.62,1007,265.316,,99.41,2048,,,99.43,4096,185.7,,99.4,4096,231.45,,7.2,7.58,6.88,0,0,0.06,0,0,0,2.27,1.28,1.03,0.54,0.54,0.73
1G,https_passthrough.bal,default,2000,102400,500,657972,8476,1.288200714,2726.666613,509,96813,5940,12341.65,30031,712.7890412,70579.90292,70493.48405,97.33,1014.5,320.689,,99.77,4089,,,99.66,2048,,,99.51,4096,82.75,,99.5,4096,83.8,,3.58,4.74,5.36,0.24,0.35,0.3,0.02,0.02,0,1.06,1.13,1.12,0.69,0.96,0.94
1G,https_passthrough.bal,default,2000,102400,1000,234209,234209,100,7592.917288,50,52428,32257.4,36911.75,41024,259.4958307,552.5776128,4.995053663,94.39,1006.5,273.062,,94.39,1006.5,273.062,,99.39,2048,,,99.48,4096,119.8,,99.42,4096,155.55,,7.62,7.69,7,0,0,0.05,0,0,0,1.2,0.88,1.17,0.65,0.74,1
1G,transformation.bal,default,100,50,0,10377022,0,0,8.594735079,1,282,13,19,51,11529.12773,2398.14864,2645.844744,99.04,1022.5,14.24,,99.97,4026.5,,,99.83,2048,,,99.43,4096,12.9,,99.44,4096,13.7,,8.32,8.2,6.02,0.34,0.32,0.14,0.08,0.1,0.08,1.29,1.38,0.93,1.6,1.58,1.09
1G,transformation.bal,default,100,50,30,2875953,0,0,31.22727075,30,267,32,32,33,3195.265464,664.6401794,733.2884609,99.76,1022,14.434,,99.98,3925.5,,,99.77,2048,,,99.81,4096,13.9,,99.81,4096,14.1,,1.52,1.42,1.97,0,0,0,0.04,0.04,0.13,0.34,0.22,0.28,0.28,0.27,0.35
1G,transformation.bal,default,100,50,500,179384,0,0,501.542986,500,708,502,503,505,199.22347,41.4400382,45.72022994,99.97,1021.5,15.563,,0,3925.5,,,98.73,2048,,,99.97,4096,10.724,,99.97,4096,11.2,,0.14,0.13,0.52,0,0,0,0.06,0.02,0.07,0,0,0.05,0,0,0.06
1G,transformation.bal,default,100,50,1000,89816,0,0,1001.505478,1000,1208,1002,1002,1003.99,99.71622576,20.74175399,22.88409478,99.98,1018.5,15.589,,0,3925.5,,,98.6,2048,,,99.98,4096,9774.5,,99.98,4096,9865,,0,0.03,0.16,0,0,0,0,0,0,0,0,0,0.01,0.04,0.02
1G,transformation.bal,default,100,1024,0,7272450,0,0,12.29462382,1,286,22,31,60,8080.015199,15299.95066,9555.56485,98.56,1020.5,15.1,,99.97,4045,,,99.82,2048,,,99.61,4096,9762.5,,99.6,4096,11.15,,9.49,9.32,6.9,0.01,0.07,0.02,0.07,0.06,0.06,0.95,1.01,0.7,0.63,0.82,0.68
1G,transformation.bal,default,100,1024,30,2856774,0,0,31.43199532,30,313,32,32,34,3174.450817,6010.996251,3754.160097,99.56,1020,15.156,,99.98,3925.5,,,99.77,2048,,,99.82,4096,10.95,,99.82,4096,12.1,,2.03,2.21,2.76,0,0,0.01,0.11,0.04,0.09,0.19,0.21,0.26,0.22,0.3,0.35
1G,transformation.bal,default,100,1024,500,179317,0,0,501.761166,500,707,502,503,505,199.1559166,377.1126195,235.52521,99.96,1019.5,16.146,,99.99,3925.5,,,98.81,2048,,,99.96,4096,11.9,,99.96,4096,12.1,,0.26,0.29,0.79,0,0,0,0,0,0.04,0.03,0.01,0.04,0,0.02,0.08
1G,transformation.bal,default,100,1024,1000,89833,0,0,1001.659112,1001,1565,1002,1003,1003,99.70930652,188.8050247,117.9179396,99.97,1017.5,16.329,,0,3925.5,,,98.73,2048,,,99.98,4096,10.063,,99.98,4096,10.033,,0.14,0.06,0.21,0,0,0,0.01,0,0,0.1,0.04,0.01,0,0,0
1G,transformation.bal,default,100,10240,0,1638415,4,0.0002441384,54.81719223,2,521,113,141,209,1820.637106,32500.08352,18540.62865,96.5,1008.5,39.614,,99.97,4052.5,,,99.69,2048,,,99.89,4096,10.212,,99.89,4096,9419,,33.5,33.1,24.15,0.4,0.37,0.25,0.06,0.01,0,0.32,0.31,0.2,0.08,0.07,0.08
1G,transformation.bal,default,100,10240,30,1556592,9,0.0005781862,57.7157656,32,458,90,106,142.99,1729.475566,30873.10631,17612.27656,96.37,1004,41.774,,99.97,4052,,,99.77,2048,,,99.89,4096,10.847,,99.9,4096,9685.5,,21.28,20.48,20.39,0.38,0.21,0.16,0.03,0.03,0.03,0.29,0.23,0.19,0.44,0.26,0.14
1G,transformation.bal,default,100,10240,500,178702,2,0.0011191817,503.5425177,502,714,504,505,516,198.4581077,3542.689577,2021.016745,99.63,999,21.432,,99.98,3925.5,,,99.28,2048,,,99.97,4096,10.196,,99.97,4096,10.223,,1.02,0.81,5.17,0.02,0.02,0.01,0,0,0,0,0,0.03,0.01,0.03,0.02
1G,transformation.bal,default,100,10240,1000,89672,0,0,1003.417555,1002,1225,1004,1005,1016,99.52154809,1776.570235,1013.487015,99.81,999.5,22.959,,99.99,3925.5,,,98.35,2048,,,99.98,4096,9087.5,,99.98,4096,9201.5,,0.07,0.24,1.5,0,0,0,0,0,0,0,0,0,0.02,0.04,0.01
1G,transformation.bal,default,100,102400,0,103900,0,0,865.417334,19,2337,1445,1539,1780,115.4371334,20460.14795,11565.01961,54.94,981.5,188.979,,99.97,3955,,,98.85,2048,,,99.97,4096,9277,,99.97,4096,8997.5,,25.2,24.46,17.41,0.02,0.08,0.03,0,0,0,0.08,0.08,0.03,0,0,0
1G,transformation.bal,default,100,102400,30,104288,1,0.0009588831,862.082953,47,2399,1448,1546,1785,115.8422187,20532.05203,11605.60291,53.7,981.5,197.15,,99.97,3955,,,98.77,2048,,,99.97,4096,9291.5,,99.97,4096,9046.5,,19.15,19.72,19.29,0.05,0.03,0,0,0,0,0.29,0.14,0.04,0,0.01,0
1G,transformation.bal,default,100,102400,500,84470,0,0,1065.594945,513,2389,1589,1688,1850.99,93.79917183,16625.05279,9397.229726,52.53,981.5,233.718,,99.97,3925.5,,,98.29,2048,,,99.97,4096,9133.5,,99.97,4096,9117.5,,9.93,10.06,12.41,0,0,0,0.02,0.02,0,0,0,0,0.02,0.04,0
1G,transformation.bal,default,100,102400,1000,60829,0,0,1479.384175,1011,2546,1984,2106,2206,67.55024986,11972.77001,6767.492757,65.28,981.5,233.767,,99.98,3925.5,,,96.19,2048,,,99.97,4096,9287.5,,99.98,4096,9167,,10.47,8.05,8.58,0.07,0.03,0,0,0,0,0,0.04,0.02,0,0.03,0
1G,transformation.bal,default,200,50,0,10927674,0,0,16.36901741,1,343,28,35,54,12148.10953,2526.901689,2787.896229,98.34,1021.5,14.48,,99.97,4024.5,,,99.83,2048,,,99.39,4096,12.35,,99.41,4096,12.65,,8.25,8.84,6.87,0,0.12,0.18,0.25,0.16,0.1,2.99,2.75,1.97,1.26,1.79,1.4
1G,transformation.bal,default,200,50,30,5671299,0,0,31.66183515,30,677,32,33,38,6301.9755,1310.860138,1446.254143,99.26,1021,14.858,,99.97,3925.5,,,99.86,2048,,,99.69,4096,9587.5,,99.69,4096,11.2,,2.98,3.19,3.36,0,0,0,0.03,0.05,0.14,0.38,0.5,0.66,0.76,0.52,0.55
1G,transformation.bal,default,200,50,500,358427,0,0,501.651692,500,707,503,504,507,398.4235443,82.87520991,91.43509074,99.94,1020.5,15.604,,99.98,3925.5,,,99.36,2048,,,99.95,4096,11.25,,99.96,4096,11.05,,0.18,0.24,0.82,0,0,0,0,0,0.08,0,0.02,0.13,0,0.02,0.11
1G,transformation.bal,default,200,50,1000,179580,0,0,1001.493657,1000,1209,1002,1002,1003,199.4750423,41.4923672,45.77796381,99.96,1020,15.899,,99.99,3925.5,,,99.02,2048,,,99.96,4096,11.6,,99.96,4096,12,,0.3,0.13,0.26,0,0,0,0,0,0,0.27,0.06,0.05,0,0,0
1G,transformation.bal,default,200,1024,0,7784634,0,0,23.0237419,1,383,40,52,87,8650.323805,16379.86127,10230.02161,97.59,1019.5,23.301,,99.97,4057.5,,,99.82,2048,,,99.55,4096,12.3,,99.58,4096,9494,,10.66,10.77,7.98,0.25,0.21,0.12,0.12,0.09,0.07,1.31,1.94,1.5,1.08,1.3,1.04
1G,transformation.bal,default,200,1024,30,5150848,0,0,34.85738678,30,277,39,41,48,5723.603254,10837.9558,6768.831583,98.59,1017,15.403,,99.97,3985,,,99.85,2048,,,99.7,4096,11.1,,99.71,4096,11.5,,3.99,4,4.37,0.02,0.06,0.06,0.07,0.06,0.12,0.38,0.58,0.67,0.7,0.65,0.61
1G,transformation.bal,default,200,1024,500,358501,0,0,501.7974957,500,709,502,503,507,398.3663137,754.3284279,471.1148496,99.89,1016.5,16.222,,99.99,3925.5,,,99.29,2048,,,99.95,4096,11.8,,99.95,4096,11.55,,0,0.11,0.99,0,0,0,0,0,0.07,0,0,0.13,0.03,0.04,0.12
1G,transformation.bal,default,200,1024,1000,179568,0,0,1001.634746,1001,1061,1002,1003,1004,199.4351293,377.6413239,235.8554117,99.94,1016.5,16.163,,99.98,3925.5,,,99.04,2048,,,99.95,4096,12.8,,99.95,4096,12.95,,0.02,0.11,0.34,0,0.01,0,0,0,0,0,0,0.03,0,0.01,0.01
1G,transformation.bal,default,200,10240,0,1600214,6,0.0003749499,112.2950955,3,757,205,236,323,1778.940605,31755.43679,18116.00842,93.22,1003.5,57.577,,99.97,4051,,,99.77,2048,,,99.89,4096,9486,,99.88,4096,10.18,,31.51,33.4,25.68,0.21,0.22,0.17,0,0,0,1.03,0.46,0.25,0.28,0.17,0.1
1G,transformation.bal,default,200,10240,30,1576121,6,0.0003806814,114.0056874,33,663,188,221,287.99,1752.12746,31276.93433,17842.95425,93.22,1002,57.488,,99.97,4051,,,99.79,2048,,,99.88,4096,10.423,,99.88,4096,10.95,,27.33,28.34,26.71,0.11,0.08,0.09,0,0,0,0.61,0.41,0.33,0.37,0.19,0.12
1G,transformation.bal,default,200,10240,500,356677,1,0.0002803657,504.2751509,502,718,507,511,527.99,396.2853216,7074.198737,4035.608724,98.56,996,22.632,,99.97,3925.5,,,99.43,2048,,,99.95,4096,10.698,,99.95,4096,10.689,,1.06,1.2,7.01,0,0,0,0,0,0,0.01,0.06,0.11,0.18,0.09,0.08
1G,transformation.bal,default,200,10240,1000,179276,2,0.0011155983,1003.760247,1002,1223,1005,1009,1029,198.9848527,3552.096423,2026.380902,99.27,987.5,22.923,,99.98,3925.5,,,99.05,2048,,,99.96,4096,10.09,,99.97,4096,10.072,,0.31,0.26,1.9,0,0,0,0,0,0,0,0.02,0.03,0.06,0.03,0
1G,transformation.bal,default,200,102400,0,71747,0,0,2506.846614,29,6522,3845,4062.95,4497.99,79.70852678,14127.24727,7985.564506,36.69,981.5,339.959,,99.97,3925.5,,,97.61,2048,,,99.97,4096,9086.5,,99.97,4096,9117.5,,16.9,18.04,15.53,0,0,0,0,0,0,0,0.01,0,0.08,0.02,0.01
1G,transformation.bal,default,200,102400,30,71004,1,0.0014083714,2530.665977,67,6454,3831.8,4061,4445.98,78.95535715,13993.82492,7910.10853,36.53,981.5,341.174,,99.97,3925.5,,,97.33,2048,,,99.97,4096,9330,,99.97,4096,9071,,15.37,16.47,15.79,0,0,0,0,0,0,0.01,0.07,0.03,0.02,0.02,0
1G,transformation.bal,default,200,102400,500,69059,0,0,2601.891223,550,6228,3787,4025,4390,76.76002641,13604.70269,7690.170263,35.29,981.5,352.971,,99.97,3925.5,,,98.46,2048,,,99.97,4096,9173.5,,99.97,4096,9258,,21.95,18.71,17.48,0,0,0,0,0,0,0.07,0.05,0.01,0.06,0.03,0
1G,transformation.bal,default,200,102400,1000,60232,0,0,2990.347523,1024,6474,4405,4613,4804.99,66.7750168,11834.98361,6689.826365,36.26,981.5,375.483,,99.97,3925.5,,,96.45,2048,,,99.97,4096,9236.5,,99.97,4096,9235,,16.12,13.07,13.74,0,0,0,0,0,0,0.08,0.02,0.01,0,0,0
1G,transformation.bal,default,300,50,0,11067307,0,0,24.28503348,1,365,41,53,92,12300.57494,2558.615687,2822.885852,97.78,1020.5,14.955,,99.96,4032.5,,,99.83,2048,,,99.37,4096,12.95,,99.4,4096,10.66,,9.97,9.78,7.64,0.66,0.76,0.56,0.07,0.09,0.09,3.17,2.82,2.09,1.91,2.34,1.75
1G,transformation.bal,default,300,50,30,7796580,0,0,34.52908314,30,279,38,42,51.99,8666.439165,1802.687053,1988.880082,98.58,1020,15.346,,99.96,3964.5,,,99.84,2048,,,99.56,4096,10.534,,99.56,4096,12.05,,4.99,4.88,4.72,0.07,0.14,0.2,0.12,0.15,0.23,1.81,1.33,1.18,0.89,1.07,1.03
1G,transformation.bal,default,300,50,500,538222,0,0,501.4473154,500,845,502,504,508,597.9819213,124.3849114,137.2321792,99.89,1019,15.716,,99.98,3925.5,,,99.47,2048,,,99.94,4096,12.25,,99.94,4096,11.9,,0.08,0.23,1.04,0,0,0.01,0,0.02,0.12,0.03,0.05,0.22,0.06,0.05,0.2
1G,transformation.bal,default,300,50,1000,269525,0,0,1001.458069,1000,1209,1002,1002,1002,299.1634191,62.22832839,68.65566747,99.94,1019,16.03,,99.98,3925.5,,,99.21,2048,,,99.96,4096,10.895,,99.96,4096,10.746,,1.05,0.42,0.42,0,0,0,0.01,0.01,0.01,0.02,0.04,0.06,0.01,0.02,0.05
1G,transformation.bal,default,300,1024,0,7848291,0,0,34.29670421,1,498,56,66,113,8719.587013,16511.01486,10311.93347,96.56,1018,26.931,,99.96,4056.5,,,99.84,2048,,,99.54,4096,12.05,,99.56,4096,10.271,,12.01,11.23,8.36,0.39,0.39,0.23,0.18,0.13,0.06,2.22,2.29,1.63,1,1.34,1.13
1G,transformation.bal,default,300,1024,30,6475096,0,0,41.57020483,30,3380,54,60,78,7199.61484,13632.86448,8514.388253,97.37,1015.5,16.004,,99.96,4032.5,,,99.86,2048,,,99.63,4096,10.272,,99.63,4096,12.6,,6.81,6.49,6.07,1.17,0.73,0.47,0.09,0.14,0.17,0.43,1.03,1.11,0.79,1,1.05
1G,transformation.bal,default,300,1024,500,537581,0,0,501.6959956,500,1065,503,504,509,597.5054156,1131.409208,706.6201742,99.8,1014,16.312,,99.98,3925.5,,,99.5,2048,,,99.92,4096,14.95,,99.92,4096,14.85,,0.28,0.45,1.42,0,0,0.06,0,0.01,0.1,0.02,0.05,0.23,0,0.03,0.21
1G,transformation.bal,default,300,1024,1000,269461,0,0,1001.579676,1000,1283,1002,1002,1005,299.1740712,566.502465,353.8083987,99.89,1013.5,16.293,,99.99,3925.5,,,99.28,2048,,,99.95,4096,12.15,,99.95,4096,12,,0.04,0.15,0.48,0,0,0,0,0,0.02,0.16,0.06,0.08,0.07,0.04,0.06
1G,transformation.bal,default,300,10240,0,1531170,4,0.0002612381,176.0543865,3,966,295,343,427,1702.561787,30391.89083,17338.19758,89.25,1002.5,74.155,,99.96,4049.5,,,99.79,2048,,,99.88,4096,10.801,,99.89,4096,10195,,35.67,34.54,24.89,0.15,0.14,0.08,0.08,0.02,0.01,0.22,0.5,0.43,0.23,0.31,0.21
1G,transformation.bal,default,300,10240,30,1555304,2,0.0001285922,173.3925779,33,937,278,319,406.99,1728.559219,30856.04929,17602.94486,88.98,1001,73.96,,99.96,4049.5,,,99.78,2048,,,99.88,4096,10.038,,99.88,4096,10.619,,41.94,37.2,32.44,0.77,0.47,0.26,0,0,0.02,0.85,0.81,0.68,0.43,0.41,0.27
1G,transformation.bal,default,300,10240,500,525423,3,0.0005709685,513.4593366,502,725,541.9,552,568,583.7507958,10420.58995,5944.680955,96.34,993,22.381,,99.97,3925.5,,,99.45,2048,,,99.94,4096,10.088,,99.94,4096,10.404,,1.51,2.46,9.24,0.05,0.05,0.08,0,0,0,0.04,0.05,0.18,0.08,0.11,0.13
1G,transformation.bal,default,300,10240,1000,268804,1,0.0003720183,1003.908134,1002,1237,1004,1006,1039,298.4482697,5327.646201,3039.275934,98.14,981.5,22.799,,99.97,3925.5,,,99.11,2048,,,99.96,4096,9201,,99.96,4096,9241.5,,0.54,0.67,2.66,0.05,0.03,0.03,0,0,0,0,0,0.03,0.01,0.04,0.05
1G,transformation.bal,default,300,102400,0,29981,0,0,8992.396384,110,19057,11838,13073,14928.85,33.2023593,5884.663848,3326.3641,16.79,981.5,503.375,,99.97,3925.5,,,96.65,2048,,,99.98,4096,9117.5,,99.97,4096,9356.5,,18.14,12.48,11.07,0.01,0.02,0,0,0,0,0,0.05,0.01,0,0.01,0
1G,transformation.bal,default,300,102400,30,29488,0,0,9119.651418,1526,23400,11966.9,13229,14885,32.72880641,5800.740298,3278.921407,16.64,981.5,507.563,,99.97,3925.5,,,97.21,2048,,,99.98,4096,9146,,99.97,4096,9375,,9.63,10.79,10.66,0,0,0,0,0,0,0,0,0,0,0,0
1G,transformation.bal,default,300,102400,500,30056,0,0,8952.059555,1782,20689,11862.9,13061,14800.99,33.31031815,5903.766285,3337.179911,16.63,981.5,508.841,,99.97,3925.5,,,96.22,2048,,,99.98,4096,9199,,99.97,4096,9305.5,,10.04,8.72,8.87,0,0,0,0,0,0,0,0,0,0,0,0
1G,transformation.bal,default,300,102400,1000,29767,0,0,9029.293009,1500,19384,12081,13206,14893,33.05479521,5858.479045,3311.580454,17.2,981.5,509.718,,99.97,3925.5,,,97.37,2048,,,99.97,4096,9438.5,,99.98,4096,9168.5,,6.6,10.12,10.01,0.01,0.02,0,0,0,0,0,0,0,0,0,0
1G,transformation.bal,default,1000,50,0,10133958,0,0,88.65919723,1,658,138,166,226,11262.16823,2342.618977,2584.579622,93.35,1015.5,36.723,,99.93,4019,,,99.84,2048,,,99.35,4096,15.7,,99.36,4096,12.9,,10.29,10.03,8,1.33,1.33,1.03,0.09,0.06,0.06,1.34,3.75,2.95,4.62,4.02,2.73
1G,transformation.bal,default,1000,50,30,10259872,0,0,87.55749175,31,482,117,129,221,11403.62097,2372.042253,2617.041922,93.51,1017,35.332,,99.93,4029.5,,,99.82,2048,,,99.34,4096,15.25,,99.35,4096,14.15,,9.18,9.25,8.09,0.93,1.58,1.38,0.17,0.15,0.21,2.28,2.42,2.22,4.21,3.73,2.97
1G,transformation.bal,default,1000,50,500,1793522,0,0,501.6953843,500,724,502,503,513,1991.759868,414.3016131,457.0933291,99.11,1010,16.197,,99.96,3925.5,,,99.74,2048,,,99.87,4096,11.65,,99.88,4096,11.5,,1.5,1.04,2.02,0.27,0.18,0.31,0.04,0.02,0.13,0.27,0.17,0.48,0.04,0.12,0.56
1G,transformation.bal,default,1000,50,1000,898442,0,0,1001.451536,1000,1213,1002,1003,1015,997.3181123,207.4499589,228.8767152,99.54,1010,16.296,,99.96,3925.5,,,99.6,2048,,,99.92,4096,10180.5,,99.92,4096,10040.5,,0.27,0.37,0.75,0,0.01,0.07,0.06,0.02,0.05,0,0.02,0.11,0.01,0.05,0.15
1G,transformation.bal,default,1000,1024,0,7221996,0,0,124.3970607,2,684,178,201,251,8029.025466,15203.39881,9495.263515,89.13,1010.5,48.403,,99.93,4049,,,99.86,2048,,,99.52,4096,14.5,,99.53,4096,12.2,,12.2,11.35,8.48,1.05,0.69,0.53,0,0.02,0.05,2.33,2.76,2.31,1.74,2.77,2.15
1G,transformation.bal,default,1000,1024,30,7220336,0,0,124.3924982,33,828,162,180,304.94,8027.429852,15200.37751,9493.376515,89.39,1011,50.038,,99.93,4047,,,99.85,2048,,,99.53,4096,11.25,,99.52,4096,13.4,,12.16,11.05,9.44,1.28,1.15,0.87,0.19,0.14,0.18,3.69,4.14,3.47,2.85,3.16,2.87
1G,transformation.bal,default,1000,1024,500,1791807,0,0,501.9308145,500,714,502,503,507,1990.938698,3769.95133,2354.518323,97.81,1000,17.099,,99.95,3925.5,,,99.76,2048,,,99.84,4096,14.25,,99.85,4096,14.3,,1.36,1.44,2.73,0.09,0.09,0.2,0.02,0.03,0.12,0.18,0.22,0.76,0.18,0.19,0.61
1G,transformation.bal,default,1000,1024,1000,897499,0,0,1001.744814,1000,1213,1002,1002,1016,996.9519341,1887.783035,1179.012492,98.89,996,17.384,,99.96,3925.5,,,99.59,2048,,,99.9,4096,13.55,,99.91,4096,11.5,,0.52,0.6,1.04,0,0.01,0.05,0,0.01,0.05,0.08,0.08,0.22,0,0.05,0.16
1G,transformation.bal,default,1000,10240,0,841437,0,0,1068.369778,23,3543,1646,1803,2040,935.2521424,16694.85635,9524.227872,50.65,994.5,220.243,,99.95,3956,,,99.7,2048,,,99.89,4096,9854.5,,99.89,4096,10.588,,17.06,21.78,15.44,0.02,0.08,0.08,0,0,0,0.07,0.25,0.25,0.09,0.14,0.13
1G,transformation.bal,default,1000,10240,30,834066,0,0,1078.988777,48,3405,1638,1792,1992.99,926.1534362,16532.41542,9431.570344,52.01,994.5,216.302,,99.95,3936.5,,,99.73,2048,,,99.89,4096,10.345,,99.89,4096,10.563,,19.1,20.43,18.55,0.1,0.08,0.08,0,0.01,0,0.03,0.25,0.24,0.44,0.37,0.21
1G,transformation.bal,default,1000,10240,500,819044,1,0.0001220936,1098.061745,502,2675,1626,1706,1893,909.860851,16241.56478,9265.653275,49.53,981.5,222.754,,99.94,3932.5,,,99.52,2048,,,99.89,4096,11.55,,99.89,4096,12.55,,9.56,13.04,14.63,0.04,0.02,0.03,0.01,0.02,0,0.28,0.23,0.18,1.54,0.99,0.58
